,GPS,IMU,VelocidadLlantas,PorcentajeLlenado,KilosProcesados,VelocidadTrilladora,NivelCombustible,Kilometraje,NivelAceite,PresionLlantas
1671,94.39,73.23,16.7,97.09,89.16,21.47,32.48,4.3,23.09,26.59
1672,97.87,70.24,54.89,95.97,68.08,77.07,77.26,0.83,53.94,38.86
1673,56.96,46.41,56.31,39.68,26.94,95.19,91.56,5.49,38.05,0.35
1674,45.41,20.1,73.92,81.17,35.35,18.84,96.12,52.7,41.59,16.15
1675,78.77,25.72,44.24,49.46,32.13,73.08,14.53,77.9,91.97,43.11
1676,64.11,45.06,87.12,64.8,58.22,28.04,59.73,60.25,68.74,66.23
1677,10.84,4.47,64.33,41.09,51.78,27.58,20.34,33.41,67.64,13.78
1678,4.86,95.13,69.65,54.11,70.08,69.39,19.41,35.48,54.07,19.05
1679,83.07,11.12,84.25,2.63,71.1,96.1,13.44,67.11,74.51,84.68
1680,53.49,13.26,40.65,16.17,96.63,83.39,81.03,86.68,75.77,94.45
1681,36.07,35.31,3.68,0.03,84.14,80.34,98.18,83.64,90.38,2.06
1682,3.1,97.26,54.53,67.18,99.88,50.35,12.09,63.26,67,70.36
1683,41.04,4.62,29.01,81.43,84.92,75.68,85.46,82.74,3.08,75.71
1684,72.64,81.3,62.51,88.13,2.59,1.06,54.66,39.19,30.65,79.35
1685,82.06,50.12,10.01,7.14,27.99,4.7,15.83,50.97,86.77,2.45
1686,22.51,24.26,73.3,78.54,38.44,97.08,65.38,83.42,58.63,17.59
1687,32.92,84.6,92.8,22.77,3.54,68.01,9.47,57.44,91.68,5.03
1688,27.75,37.72,94.31,99.95,27.6,16.34,63.56,92.62,80.24,60.94
1689,52.57,41.58,51.73,97.49,13.86,39.47,33.95,93.11,90.87,2.25
1690,20.72,60.9,54.37,2.28,10.07,92.85,12.86,9.61,33.16,33.8
1691,3.4,43.23,12.63,70.53,2.27,51.87,2.15,67.85,69.5,12.8
1692,46.04,74.74,10.63,48.34,38.86,24.91,47.44,75.05,21.61,87.08
1693,14.17,73.81,15.96,46.36,85.06,96.03,11.97,48.55,78.13,76.76
1694,46.6,82.51,98.07,80.13,56.65,35.92,64.27,3.8,37.93,14.8
1695,13.25,12.52,87.97,21.37,40.01,39.53,61.34,96.98,94.28,99.71
1696,57.34,45.73,61.45,82.52,95.25,93.46,40.06,58.3,71.87,95.4
1697,75.05,74.16,89.91,3.45,47.49,90.97,75.63,7.19,53.2,99.39
1698,12.81,55.66,65.2,44.79,43.92,99.31,94.72,79.64,0.37,10.26
1699,75.01,83.76,43.53,59.63,22.21,66.27,45.38,23.79,19.44,9.47
1700,86.85,37.23,98.07,88.86,14.64,67.1,89.07,16.44,67.07,76.8
1701,39.5,36.68,85.88,88.16,96.54,55.55,10.75,83.78,68.83,76.95
1702,57.73,0.13,95.05,90.78,65.58,27.31,37.05,45.64,0.18,86.54
1703,77.7,66.3,15.87,85.04,89.36,73.68,36.23,57.64,79.34,90.71
1704,25.99,11.23,99.52,72.25,39.69,12.09,69.59,8.43,34.04,79.97
1705,73.7,77.34,29.33,29.48,53.61,6.19,2.32,13.72,17.49,17.27
1706,7.71,69.51,43.03,15.64,70.85,93,67.31,27.07,87.25,84.23
1707,94.48,84.26,44.92,36.09,83.01,2.67,27.45,16.01,5.95,49.66
1708,68.71,10.42,93.99,25.16,18.31,16.05,33.92,24.84,34.05,0.05
1709,18.63,57.3,92.34,9.8,7.6,48.19,7.76,29.08,47.33,89.32
1710,17.71,89.32,42.48,93.08,53.77,92.23,48.2,56.14,87.28,74.99
1711,42.34,16.02,34.53,54.33,5.04,40.1,69.24,58.91,10.9,14.32
1712,63.2,40.28,28.78,27.24,83.74,51.43,61.75,1.71,52.33,34.24
1713,80.89,60.24,63.82,54.12,3.52,90.92,12.4,77.74,72.18,39.27
1714,92.75,77.9,38.64,84.18,39.23,18.14,69.51,23.03,63.05,65.82
1715,63.81,60.73,42.26,63.02,47.07,85.88,17.92,9.69,21.71,24.59
1716,32.99,53.69,8.78,33.61,45.93,65.9,79.56,10.34,27.1,32.73
1717,62.36,92.79,98.99,17.15,58.41,47.48,48.86,87.95,35.56,54.64
1718,35.72,54,78.24,47.09,26.96,56.13,54.19,33.25,53.73,93.2
1719,45.5,22.61,25.3,3.36,85.46,13.25,3.27,66.51,87.99,28.64
1720,72.87,84.26,29.11,3.09,75.19,42.98,39.62,76.87,11.6,28.39
1721,56.93,99.37,56.9,74.57,0.05,13.26,61.16,35.52,70.23,10.99
1722,82.23,22.85,86.55,84.26,69.46,36.93,41.69,58.32,46.08,80.95
1723,35.4,46.2,18.29,42.41,15.88,52.21,77.95,90.2,73.06,0.95
1724,39.01,93.73,21.97,19.13,37.83,18.27,39.38,7.19,62.85,84.55
1725,63.21,77.06,76.32,3.33,3.83,63,3.63,3.92,62.19,81.68
1726,61.72,47.82,77.69,74.44,71.67,34.73,25.42,2.7,55.21,44.75
1727,60.69,74.27,69.98,82.49,45.9,68.88,79.99,49.57,32.45,37.82
1728,62.88,73.08,52.63,12.99,66.14,18.32,79.58,84.27,89.87,49.6
1729,63.75,84.12,77.98,55.27,85.49,74.71,48.23,57.65,19.27,52.78
1730,1.08,20.43,81.82,53.7,55.99,49.46,22.6,89.96,22.17,39.14
1731,13.57,87.93,28.79,99.23,59.98,96.77,84.62,85.71,7.12,16.17
1732,92.47,85.32,33.18,67.59,2.57,71.1,73.2,31.72,79.48,11.09
1733,16.13,92.03,39.39,55.1,92.07,80.54,67.02,98.86,76.35,53.31
1734,32.9,26.32,57.33,37.24,93.83,74.1,34.76,14.15,62.87,98.32
1735,81.6,44.88,42.28,10.46,91.13,18.29,25.86,25.48,93.17,7.15
1736,4.32,88.78,49.43,21.05,54.87,58.42,23.86,51.98,29.35,93.6
1737,73,1.49,37.19,44.19,16.35,27.08,24.97,9.3,37.36,41.14
1738,18.22,3.76,21.66,61.11,90.78,21.46,81.52,42.72,1.18,81
1739,31.43,59.58,62.11,92.35,58.03,20.29,76.58,73.48,15.99,19.15
1740,46.16,43.42,31.4,0.26,7.09,91.36,17.28,3.57,73.5,65.54
1741,28.89,26.47,70.78,73.11,22.62,91.06,20.11,69.11,9.13,73.88
1742,57,94.13,8.78,96.08,39.54,48.78,25.73,98.65,86.94,4.47
1743,68.85,3.48,55.18,63.15,37.58,66.63,38.55,51.85,24.57,46.3
1744,50.5,40.92,86.85,88.73,96.73,7.32,88.76,63.5,70.33,93.71
1745,10.87,42.82,54.91,27.82,13.98,72.09,49.88,89.07,53.26,70.11
1746,80.51,60.54,6.27,42.69,41.85,47.93,87.54,88.14,91.84,16.98
1747,60.6,40.06,1.3,78.93,45.27,70.05,79.47,90.56,82.35,5.25
1748,93.14,38.19,90.67,40.54,87.56,48.22,94.45,96.28,67.77,89.9
1749,22.9,79.92,73.51,6.39,21.08,36.18,95.21,28.37,59.67,59.07
1750,45.03,61.5,14.49,82.26,28.41,18.92,40.32,42.34,63.06,16.19
1751,20.53,66.69,75.46,9,9.62,27.87,14.69,87.66,82.11,38.26
1752,76.54,82.15,38.23,51.93,69.29,9.1,48.12,39.19,64.33,75.33
1753,51.89,94.71,93.75,87.97,23.73,29.29,12.33,42.5,82.18,70.89
1754,97.04,95.63,60.04,45.19,81.09,43.82,82.19,0.88,44.76,93.65
1755,41.13,97.68,60.24,74.51,21.96,27.76,51.43,8.93,35.11,41.19
1756,61.48,10.47,2.04,62.64,44.27,40.81,74.44,51.23,5.79,33.19
1757,74.06,47.36,41.73,23.25,58.55,32.82,46.52,61.06,54.17,24.63
1758,9.69,52.76,35.26,71.43,47.02,38.02,19.7,91.19,58.78,95.28
1759,39.36,74.73,29.79,90.46,56.45,28.77,23.53,46.94,32.35,44.88
1760,35.61,48.22,97.66,64.91,75.6,12.01,93.91,88.1,14.99,84.92
1761,49.63,39.21,70.29,95.97,62.1,20.1,15.66,9.91,98.42,16.49
1762,78,73.89,9.06,84.2,90.6,60.42,99.1,72.23,28.8,17.79
1763,52.37,28.92,72.54,60.66,13.41,49.15,75.97,3.68,79.4,86.88
1764,82.54,43.04,50.23,74.98,31.13,30.83,11.61,42.53,9.78,74.44
1765,47.41,81.28,90.35,89.55,89.25,59.52,60.09,69.46,99.48,35.01
1766,26.34,15.32,17.26,3.85,85.1,16.39,26.18,86.08,2.53,27.64
1767,47.88,42.91,59.31,79.67,22.73,72.31,17.68,2.38,67.66,43.15
1768,12.74,71.48,48.87,24.07,75.49,68.83,12.62,54.84,69.26,98.43
1769,11.51,87.39,63.3,94.52,32.92,15.93,19.8,98.41,38.24,63.16
1770,0.47,29.89,12.27,92.23,59.39,84.96,10.43,43.06,88.01,16.91
1771,18.49,80.46,11.07,94.17,21.87,63.73,28.9,2.24,37.49,64.85
1772,21.99,99.46,34.36,9.17,48.4,30.29,66.99,44.53,78.97,6.66
1773,13.75,70.43,92.97,74.46,98.82,2.71,16.51,79.17,10.32,63.48
1774,75.05,76.33,25.97,27.86,67.09,97.14,71.92,33.18,33.68,6.64
1775,35.04,62.1,89.21,85.31,42.14,20.36,48.84,37.83,58.53,61
1776,22.27,7.63,1.4,22.47,46.05,77.7,89.29,91.38,93.23,32.37
1777,80.32,81.67,12.94,20.16,48.36,41.2,91.87,77.03,25.07,59.04
1778,82.08,16.94,57.11,97.43,32.89,69.07,47,94.45,69.41,94.49
1779,3.35,79.61,73.39,89.24,85.84,96.31,48.6,78.61,81.64,88.85
1780,69.03,17.16,98.68,90.65,53.29,54.8,13.52,7.96,98.19,36.66
1781,62.11,87.82,0.8,90.31,29.15,9.36,2.76,67.32,7.04,58.07
1782,19.71,42.59,44.55,81.54,48.21,50.21,80.68,52.78,94.84,37.11
1783,27.77,22.14,89.45,58.71,44.25,74.58,39.55,83.76,43.13,10.41
1784,33.61,35.45,34.54,89.08,21.4,3.99,51.3,77.95,57.45,10.85
1785,35.71,54.58,73.8,50.77,79.37,52.54,7.46,16.23,49.88,72.57
1786,6.64,28.55,74.68,81.4,78.56,17.47,47.66,93.92,43.8,18.22
1787,12.38,69.16,20.67,59.32,12.86,62.89,16.74,36.2,82.26,56.48
1788,57,76.3,3.57,12.22,51.11,70.6,14.01,2.02,24.17,90.7
1789,33.23,30.37,50.63,16,40.71,37.98,7.64,95.13,97.34,6.17
1790,84.24,43.98,34.52,46.58,20.13,68.65,6.31,56.31,93.45,18.38
1791,88.94,98.94,6.73,22.53,14.62,44.84,13.8,94.85,42.74,12.36
1792,50.53,63.6,5.66,29.07,0,21.55,19.74,82.48,84.69,43.01
1793,73.4,81.61,31.8,61.44,26.54,61.23,60.78,94.3,8.96,63.48
1794,71.26,65,15.96,64.59,18.18,72.61,30.2,15.52,76.86,16.77
1795,35.55,9.88,62.29,1.13,94.99,90.2,4.29,30.68,20.26,5.87
1796,10.85,36.72,90.45,88.11,3.96,75.83,10.08,58.35,86.17,73.84
1797,6.04,78.68,43.82,55.7,83.19,45.37,51.01,24.85,94.96,69.07
1798,91.13,82.85,32.59,96.76,64.11,45.68,90.53,64.15,63.04,79.61
1799,28.25,96.78,56.97,35.06,39.7,10.88,37.92,53.92,97.52,77.6
1800,62.08,28.47,92.79,5.94,34.13,40.09,7.52,49.18,5.71,83.96
1801,50.71,64.12,95.61,8.94,33.19,47.22,78.36,91.77,24.76,39.86
1802,75.56,76.69,91.01,16,66.45,14.33,12.5,44.86,27.35,63.32
1803,24.9,18.68,27.14,97.88,93.38,13.47,31.87,41.89,16.02,46.52
1804,89.11,32.11,66.89,96.08,13.33,85.94,14.72,74.39,77.02,89.68
1805,97.38,70.18,4.67,22.27,84.73,15.58,53.97,12.41,57.54,82.92
1806,97.95,40.05,90.91,49.26,30.77,20.1,52.25,92.93,48.75,17.2
1807,31.61,11.96,90.36,19.98,92.14,48.15,1.7,21.05,91.17,95.42
1808,58.74,13.25,0.06,88.91,89.49,10.24,25.12,74.54,40.11,4.63
1809,70.09,80.82,80.62,33.81,88.12,67.12,63.59,87.43,94.42,85.79
1810,7.37,53.59,56.1,82.69,64.67,18.87,8.36,14.22,50.48,45.9
1811,94.94,53.84,74.09,9.61,3.59,93.02,44.83,31.84,70.21,39.01
1812,80.87,47.27,87.51,61.34,30.29,89.98,36.87,96.53,98.46,70.49
1813,18.87,34.92,91.33,86.19,41.29,16.29,23.27,16.44,74.42,27.33
1814,6.18,97.87,33.55,9.94,65.75,72.69,92.92,42.58,9.4,98.51
1815,34.64,8.99,76.69,98.49,44.96,35.45,20.37,23.36,0.43,81.56
1816,54.17,93.87,24.05,0.33,26.21,77.96,72.36,93.94,55.28,95.74
1817,47.84,94.91,14.33,68.88,84.38,60.39,20.75,82.56,83.72,79.02
1818,17.3,63.84,55.44,78.15,83.58,74.26,69.06,27.85,4.3,34.2
1819,9.51,6.57,27.83,89.03,21.9,69.42,94.53,68.88,4,82.57
1820,47.42,16.3,54.02,15.09,9.89,34.89,95.59,76.84,65.84,98.54
1821,92.07,50.49,15.47,3.24,74,8.52,66.48,4.12,11.08,16.66
1822,46.13,59.55,24.34,70.37,63.55,96.69,28.41,42.74,10.35,91.32
1823,51.23,6.72,97.71,24.29,99.66,1.5,77.51,34.21,40.54,52.66
1824,53.42,60.1,69,38.25,28.66,81.27,87.65,76.67,61.02,8.89
1825,93.58,10.46,5.77,6.62,19.61,74.37,67.04,60.93,93.75,20.08
1826,29.17,52.19,58.85,1.52,39.63,85.91,67.38,33.48,87.36,14.2
1827,99.98,8.04,77.96,59.72,71.55,40.1,80.21,92.98,3.54,19.76
1828,43.62,25.21,64.98,0.86,84.77,98.42,57.19,8.36,61.97,27.55
1829,78.16,9.87,7.53,17.13,55.16,66.31,99.41,8.28,14.95,56.47
1830,83.14,45.71,63.46,12.34,55.12,46.04,86.02,35.35,77.06,63.81
1831,86.17,60.3,8.37,85.59,90.03,15.09,9.98,66.22,74.57,94.55
1832,74.15,62.6,18.32,4.01,34.16,6.05,36.78,43.4,88.72,16.49
1833,89.04,50.34,56.01,79.13,62.72,91.96,2.33,65.06,23.3,65.65
1834,97.25,69.45,34.76,1.18,74.03,78.08,7.88,23.16,97.51,1.96
1835,13.59,14.7,96.25,97.32,71.73,45.62,63.87,49.51,65.55,36.62
1836,68.71,79.09,20.18,68.2,58.72,86.33,4.51,48.34,38.51,85.45
1837,1.64,18.34,61.9,69.73,37.4,54.47,17.05,95.58,80.25,82.73
1838,6.21,5.35,17.31,52.76,77.17,99.2,29.84,24.51,26.43,30.18
1839,69.94,50.47,39.64,14.5,51.32,89.87,30,32.28,88.7,93.34
1840,84.66,25.79,96.67,73.65,43.47,98.28,73,24.16,99.58,87.66
1841,74.53,62.23,6.88,97.62,15.09,8.04,36.59,68.12,40.76,38.77
1842,95.37,7.17,53.39,25.1,49.45,41.44,17,28.76,46.68,30.97
1843,37.58,58.31,16.61,89.28,82.48,76.32,93.32,75.46,71.99,46.62
1844,77.9,58.63,40.73,32.09,52.36,71.89,26.1,39.88,94.18,59.11
1845,31.95,21.73,45.96,13.01,54.4,43.34,20.64,2.64,28.2,80.46
1846,82.37,24.76,24.57,7.2,11.43,43.88,12.99,86.53,80.63,59.83
1847,34.54,51.03,49.94,59.63,97.37,8.54,81.91,42.43,95.22,60.53
1848,64.77,34.93,44.14,61.59,21.96,32.3,16.69,0.39,69.41,37.08
1849,62.42,15.44,36.88,34,99.3,51.72,94.87,80.54,28.05,21.38
1850,42.07,17.53,85.03,52.1,59.66,0.49,50.07,71.37,6.2,6.84
1851,57.89,93.57,43.21,17.36,40.99,62.83,36.26,88.85,24.96,97.05
1852,43.94,91.78,82.64,94.32,28.59,61.96,56.95,37.84,59.45,48.82
1853,33.34,43.16,70.95,55.18,95.47,65.47,35.81,66.24,2.26,3.76
1854,23.37,15.47,85.16,80.87,66.13,72.45,2.45,11.89,39.96,43.16
1855,22.53,46.83,79.41,4.79,62.1,67.3,93.84,45.07,74.42,21.46
1856,79.66,87.97,2.6,50.78,54.86,34.7,0.86,86.88,57.23,80.57
1857,89,65.03,25.32,17.1,1.29,1.35,77.41,95.96,1.43,79.62
1858,67.24,18.33,3.45,57.25,70.88,91.58,79.03,49.68,98.29,2.43
1859,30.48,15.32,99.09,10.81,0.19,88.97,10.39,98.96,4.38,34.54
1860,90.63,68.64,31.13,13.02,3.2,86.49,52.59,89.55,76.18,38.3
1861,86.84,42.78,32.69,12.09,74.73,0.67,82.6,56.57,85.87,31.96
1862,7.71,42.73,59.08,3.82,50.88,0.96,33.15,39.85,53.67,82.69
1863,95.26,92.92,43.9,19.22,50.86,13.34,15.2,78.25,28.45,61.01
1864,46.85,65.76,90.53,85.39,92.96,56.67,6.59,15.84,17.94,78.91
1865,91.91,60.8,39.38,36.29,39.83,70.64,12.99,33.28,5.62,70.08
1866,29.88,38.36,92.27,16.75,3.71,69.11,18.29,80.45,78.11,32.75
1867,37.14,82.87,83.14,59.92,37.61,78.82,34.49,71.04,82.93,85.45
1868,59.25,50.39,88.96,94.7,89.64,86.83,38.78,59.11,0,54.61
1869,8.53,70.72,81.58,28.94,43.19,62.5,93.27,96.31,41.24,78.98
1870,83.48,11.37,79.96,45.15,95.87,49.99,4.17,13.27,72.82,13.14
1871,93.96,66.08,27.4,71.55,18.41,96.49,48.25,26.93,23.61,81.43
1872,87.73,42.25,87.15,89.94,40.9,53.21,39.89,90.41,61.12,91.43
1873,27.88,26.54,15.25,53.33,49.24,42.91,89.85,11.28,91.07,65.03
1874,58.99,20.56,40.42,66.4,62.55,66.53,2.28,4.8,45.58,69.48
1875,0.4,60.64,44.48,55.48,32.57,54.13,14.21,28.07,69.25,66.86
1876,71.38,56.01,89.07,82.82,76.58,58.76,2.93,34.55,38.72,30.07
1877,52.8,40.79,21.76,78,48.36,30.11,98.91,6.26,3.84,36.19
1878,90.67,42.37,16.7,10.98,69.31,19.91,22.84,48.26,22.91,39.03
1879,38.3,32.69,25.73,0.54,46.89,36.04,83.37,20.68,50.91,96.45
1880,54.54,85.16,41.19,43.6,90.72,4.01,22.85,41.07,3.18,50.25
1881,39.23,35.9,66.15,21.34,38.81,37.22,30.15,83.12,25.22,30.73
1882,75.92,43.28,8.46,45.87,65.25,39.69,0.65,20.16,18.18,89.15
1883,52.03,24.33,48.02,94.38,36,79.67,89.43,81.09,50.53,87.01
1884,72.33,50.91,51.93,35.54,75.78,32.21,56.44,39.69,85.07,84.3
1885,54.52,48.97,84.04,29.94,64.82,14.53,28.09,38.9,80.69,98.22
1886,41.06,91.39,91.29,67.87,55.87,30.82,43.69,88.72,32.83,30.05
1887,54.63,43.34,78.05,50.31,13.22,41.24,49.69,54.25,82.36,6.81
1888,40.67,65.04,27.7,65.85,45.52,32.63,91.03,7.35,22.37,90.82
1889,28.77,71.99,49.01,16.71,19.48,47.04,32.36,64.36,14.97,81.71
1890,60.4,86.56,3.13,40.6,63.07,30.12,14.63,7.01,11.19,42.41
1891,7.04,82.75,43.3,17.86,32.94,28.88,87.91,24.49,40.59,86.07
1892,24.07,8.15,44.99,15.61,29.46,27.52,92.48,91.94,93.03,91.59
1893,26.13,50.54,6.07,25.78,10.8,47.67,73.25,60.73,54.66,59.5
1894,3.2,43.09,7.38,83.31,58.21,26.98,19.09,94.7,64.85,21.26
1895,2.47,54.88,35.36,26.87,57.99,77.14,33.02,95.02,20.7,84.74
1896,63.31,68.9,88.62,21.42,72.82,92.44,89.82,10.98,87.83,17.25
1897,11.39,32.64,46.76,80.67,25.39,44.09,2.23,21.61,26.49,22.79
1898,20.41,33.54,92.74,59.41,54.17,31.82,60.22,99.16,95.76,39.46
1899,35.48,1.04,62.2,71.31,78.2,25.81,2.33,1.57,13.99,34.01
1900,13.3,50.57,3.58,9.63,61.44,3.31,64.79,19.65,97.19,41.04
1901,63.61,59.83,15.08,87.04,97.78,73.51,5.41,13.02,40.89,48.93
1902,15.06,14.23,65.21,19.19,67.61,90.76,70.05,51.8,11.14,1.58
1903,3.51,69.88,89.44,95.05,66.57,37.83,2.46,73.81,48.05,26.58
1904,29.17,77.82,30.75,39.9,69.81,55.11,44.43,45.82,78.19,21.26
1905,35.07,8.48,55.77,46.08,56.45,18.18,14.02,8.26,21.43,24.93
1906,88.29,27.17,83.44,30.36,44.62,56.54,37.17,57.42,72.16,68.81
1907,83.79,45.44,20.12,41.24,32.68,15.86,35.64,12.28,18.47,91.9
1908,32.84,52.77,60.84,78.12,26.81,61.82,90.82,9.5,91.76,72.67
1909,38.01,91.79,35.83,75,58.93,87.84,40.96,72.38,22.57,91.99
1910,39.46,53.36,70.36,9.26,8.5,25.07,26.6,75.86,37.2,49.52
1911,44.64,46.86,24.33,86.31,30.02,19.67,97.83,35.5,85.33,32.52
1912,1.11,6.43,56.12,12.8,12.5,0.58,84.16,80.5,55.66,75.09
1913,75.65,96.41,78.59,84.39,94.09,30.73,49.54,22.66,34.92,19.76
1914,97.25,54.83,15.63,15.82,48.71,70.51,72.09,22.12,89.4,9.46
1915,6.16,42.59,18.61,24.98,20.49,2.82,30.12,83.18,53.46,29.81
1916,99.9,13.62,90.24,94.6,63.97,61.41,93.07,95.06,95.58,36.63
1917,88.02,74.21,17.22,9.06,90.05,28.12,68.28,77.24,97.93,38.82
1918,58.29,95.85,81.31,5.61,32.21,40.91,2.65,95.22,42.59,72.09
1919,73.05,28.91,64.89,9.67,6.52,35.68,97.91,0.22,78.03,61.73
1920,62.62,38.86,62.07,75.24,66.43,64.26,18.7,94.58,74.32,88.98
1921,96.24,17.36,34.58,11.87,43.26,39.31,28.56,28.36,39.4,55.63
1922,44.09,24.85,63.88,96.6,46.3,71.24,6.78,11.74,99.79,19.51
1923,85.01,47.5,55.66,69.49,83.04,0.39,25,44.68,97.37,21.24
1924,54.68,34.21,22,22.48,72.5,56.65,40.54,63.73,23.15,32.95
1925,47.39,83,92.38,60.06,95.26,49.91,52.45,45.09,5.35,77.98
1926,51.76,22,56.88,29.37,45.86,81.16,14.38,54.56,44.57,87.78
1927,7,58.64,47.99,60.73,76.79,66.93,23.31,10.61,0.23,44.23
1928,88.34,72.59,53.33,79.91,9.65,22.99,81.4,53.58,19.7,65.32
1929,37.47,80.81,52.35,6.09,58.12,42.61,75.84,97.31,82.19,12.05
1930,94.45,65.12,31.59,62.42,68.64,58.18,14.98,55.11,3.26,50.31
1931,7.72,51.46,80.35,19.76,36.05,63.21,90.77,98.33,91.96,77.26
1932,64.9,45.02,35.95,82.29,59.87,36.59,11.71,81.15,6.85,45.16
1933,38.59,44.82,24.09,49.11,61.36,10.94,60.54,15.43,49.63,85.63
1934,69.41,5.13,85.59,27.91,46.54,14.02,29.39,88.65,27.5,18.08
1935,10.61,52.71,61.25,23.23,75.84,8.41,82.17,92.58,22.91,57.76
1936,21.6,39.45,83.73,11.62,18.45,41.18,66.03,6.41,54.4,58.76
1937,32.86,89.59,66.9,50.77,53.16,29.21,62.87,47.25,82.12,93.49
1938,8.67,27.4,61.98,21.73,30.55,6.63,72.24,46.69,62.48,80.39
1939,83.75,61.09,39.01,41.15,76.72,3.48,70.78,82.92,11.43,13.98
1940,73.62,24.17,92.28,25.67,64.24,41.29,30.57,35.68,32,4.58
1941,5.84,18.27,44.56,72.7,57.79,3.16,10.25,39.86,78.37,36.06
1942,46.21,22.95,23.32,28.42,43.46,78.59,71.32,5.72,64.24,67.1
1943,25.92,91.24,6.8,7.42,27.85,35.21,44.89,18.44,54.31,62.71
1944,30.76,42.22,8.77,16.79,72.75,44.23,35.98,85.54,27.58,83.52
1945,45.2,61.17,54.09,2.11,90.49,63.11,34.39,73.26,49.71,25.01
1946,81.29,1.43,32,53.06,44.26,54.15,96.2,55.01,97.72,12.96
1947,32.62,1.65,66.46,37.21,78.94,94.28,55.37,75.5,18.43,9.65
1948,78,46.3,80.14,4.06,6.78,67.53,33.74,57.21,79.8,12.26
1949,56.87,95.15,32.82,90.73,90.41,18.27,41.99,62.8,45.01,23.02
1950,92.43,51.91,96.43,92.16,62.06,76.78,45.17,39.33,64.51,92.01
1951,83.11,57.71,18.58,42.89,11.33,54.74,29.8,19.4,78.64,21.67
1952,58.54,6.14,2.17,2.63,89.59,82.88,58.41,46.54,73.44,1.38
1953,37.18,9.9,68.11,52.94,65.59,94.73,24.97,41.66,39.83,47.25
1954,0.38,89.33,87.77,15.08,58.45,65.26,4.24,49.91,60.51,76.65
1955,91.96,21.5,45.78,68.86,77.42,63,3.27,71.55,75.7,30.01
1956,46.52,18.81,97.35,71.59,86.05,85.88,52.05,47.64,8.47,18.82
1957,7.95,21.2,32.12,71.32,22.6,52.35,82.07,61.32,35.14,46.54
1958,76.06,27.3,30.64,38.88,10.91,44.48,52.61,37.32,79.32,14.39
1959,31.41,88.8,65.83,86.61,47.55,5.47,89.15,63.52,97.87,94.57
1960,50.66,64.49,39.38,57.67,38.11,27.23,77.08,67.77,21.87,18.57
1961,56.67,50.73,21.43,11.59,8.98,17.06,21.93,37.22,43.71,10.49
1962,61.03,57.33,51.43,18.84,39.88,95.22,44.18,37.61,46.08,77.56
1963,89.03,75.1,85.65,69.17,19.21,78.48,5.53,3.55,43.6,68.31
1964,62.87,29.51,32.17,58.81,5.04,49.34,17.6,14.18,60.53,97.17
1965,95.58,90.89,38.59,29.41,42.18,54.78,44.9,62.72,34.89,71.32
1966,23.43,61.65,73.88,35.07,17.12,2.69,77.12,39.82,73.07,90.97
1967,48.42,46.51,24.47,28.11,67.4,57.06,77.85,34.99,86.2,95.19
1968,91.24,6.44,9.16,44.07,79.48,33.05,5.77,48.71,61.16,94.22
1969,46.51,28.21,53.69,3.11,67.09,37.12,69.68,10.15,0.79,29.48
1970,58.52,12.55,85.54,57.08,0.97,84.47,82.76,67.18,44,15.97
1971,31.1,56.75,95.08,11.88,71.97,90.64,4.61,35.29,63.33,3.95
1972,14.09,54.4,38.75,80.82,87.53,52.09,95.26,10.73,74.34,8.85
1973,34.72,30.83,42.75,13.71,81.97,6.02,40.34,93.33,68.21,91.87
1974,35.82,82.67,68.26,54.92,60.96,0.24,5.41,35.28,54.16,5.29
1975,88.83,82.15,70.55,7.91,69.69,98.41,15.38,28.58,43.46,11.36
1976,38.07,91.89,65.34,50.62,67.26,93.62,29,53.07,18.3,78.01
1977,51.95,23.01,51.64,47.79,27.72,33.55,54.14,54.9,48.58,34.06
1978,10.69,11.29,83.91,67.51,5.01,96.51,97.73,55.29,51.71,48.41
1979,4.13,83.83,80.46,58.41,31.23,52.89,17.88,45.68,77.16,84.26
1980,6.2,37.29,34.65,4.81,78.01,38.94,91.99,99.57,82.48,10.26
1981,23.13,27.22,7.7,67.29,61.32,80.52,45.23,77.93,33.14,64.7
1982,74.27,59.27,75.99,31.06,5.89,38.97,62.15,30.18,0.43,39.1
1983,87.41,92.42,95.74,22.82,98.61,53.69,91.42,36.98,96.78,73.59
1984,17.31,96.42,94.69,32.69,33.85,68.42,74.56,88.71,11.18,38.77
1985,47.25,43.8,7.96,57.8,51.62,1.31,44.75,1.57,66.92,70.77
1986,91.1,18.25,73.94,85.77,57.19,98.69,87.32,84.65,38.54,65.69
1987,21.33,5.25,55.93,79,79.33,41.39,35.43,92.81,92.12,62.03
1988,62.91,76.72,8.08,58.66,33.9,76.71,42.21,36.71,25.61,68.98
1989,37.75,34.51,72.84,7.28,46.09,17.92,58.46,2.42,58.85,72.26
1990,94.88,54.73,15.17,77.46,85.23,14.55,59.31,13.54,74.75,94.58
1991,48.03,29.85,11.71,22.69,88.95,50.18,47.16,81.08,98.78,11.93
1992,85.61,86.12,38.81,87.29,43.11,25.92,50.72,28.74,64.45,41.34
1993,10.52,6.51,28.56,51.13,28.2,93.61,12.61,9.01,54.96,62.31
1994,86.89,25.57,3.89,82.24,83.03,81.68,68.64,56.7,3.54,36.75
1995,86.13,54.99,97.03,27.06,92.57,58.46,28.96,6.09,24.52,65.7
